KODE_PEMDA,NAMA_PEMDA,NAMA_PROVINSI,NAMA_PULAU,JUMLAH_BELANJA_PEGAWAI,JUMLAH_PENDUDUK,LUAS_DARATAN,LUAS_LAUTAN,LUAS_WILAYAH,IKK,IPM,PDRB_PER_KAPITA,PAD,DBH_PAJAK,DBH_SDA,ALOKASI_DAU,ALOKASI_DAU_APBNP,APBD_PENDAPATAN,APBD_BELANJA,APBD_PEMBIAYAAN,TKDD_TOTAL,TKDD_DBH,TKDD_DAU,TKDD_DAKFISIK,TKDD_DAKNONFISIK,TKDD_DID,TKDD_OTSUS,TKDD_DAIS,TKDD_DANADESA
15_12,Kab. Pulang Pisau,Provinsi Kalimantan Tengah,Kalimantan,216546431982,132340,8997,"769,52","9766,52","101,17","67,54","34235937,9",42610560826,13641888709,29978955014,587410021000,520497404000,1095016433000,1095016433000,58000000000,730298857000,96743984000,515062491000,57090817000,82690917000,33207666000,,,96743984000
15_13,Kab. Murung Raya,Provinsi Kalimantan Tengah,Kalimantan,189685566280,109296,23700,0,23700,"117,13","67,56","33646060,12",59797986152,27995341812,121741543643,697791611000,618305287000,1939156141051,1939156141051,25925000000,909459668000,133605766000,615246747000,78222148000,77568579000,9865812000,,,133605766000
15_14,Kab. Barito Timur,Provinsi Kalimantan Tengah,Kalimantan,236061943414,113625,3834,0,3834,"97,29","70,82","34694264,65",47823932244,22214782098,52966127133,499459782000,442565688000,1112375558245,1112375558245,72608205121,683809630000,86868818000,437087627000,88114286000,75002288000,19753148000,,,86868818000
16_1,Kab. Banjar,Provinsi Kalimantan Selatan,Kalimantan,424417972240,550264,4668,"32,75","4700,75","105,12","68,32","21991409,61",189478934879,28519954396,197020438063,750563337000,679944334000,2161119203428,2161119203428,135243617224,1110729476000,216543807000,674081401000,105809703000,173771709000,17484179000,,,216543807000
16_2,Kab. Barito Kuala,Provinsi Kalimantan Selatan,Kalimantan,306035539330,314838,"2996,46","116,9","3113,36","104,68","65,91","21460845,11",105162770093,17310473638,126171287472,592452822000,530614524000,1380546124516,1380546124516,83500000000,904366037000,154055221000,526424523000,105956447000,131115000000,42228578000,,,154055221000
16_3,Kab. Hulu Sungai Selatan,Provinsi Kalimantan Selatan,Kalimantan,286266831238,230489,"1804,94",0,"1804,94","97,64","68,41","21944833,37",131622310851,32955082272,202212473634,536650183000,480636383000,1290787649200,1290787649200,209431292196,856132485000,118303532000,474753627000,75005749000,104932793000,53518401000,,,118303532000
16_4,Kab. Hulu Sungai Tengah,Provinsi Kalimantan Selatan,Kalimantan,272859974514,258097,1472,0,1472,"99,61","68,32","21942543,21",91332847732,12121683857,126251784285,533064238000,482909290000,1357140961602,1357140961602,254323941964,779430257000,129319968000,478160029000,67600538000,109784623000,27929200000,,,129319968000
16_5,Kab. Hulu Sungai Utara,Provinsi Kalimantan Selatan,Kalimantan,268536797292,229381,"892,7",0,"892,7","102,37","65,06","18103310,97",104746341650,12049768283,126089310444,505759317000,452969805000,1059165801435,1059165801435,261648934596,748461614000,172389277000,447697809000,86049781000,109360286000,9638926000,,,172389277000
16_6,Kab. Kotabaru,Provinsi Kalimantan Selatan,Kalimantan,276174311748,323314,"9482,73","5060,2","14542,93","97,44","68,32","32667127,63",131903659671,49189299562,174922522213,655919860000,588568258000,2213116299193,2213116299193,145500000000,1083200520000,170648341000,582990513000,178481977000,105769761000,35023661000,,,170648341000
16_7,Kab. Tabalong,Provinsi Kalimantan Selatan,Kalimantan,290787914370,243294,"3766,97",0,"3766,97","102,35","71,14","33909276,89",170033432630,77183883874,276099824362,512171941000,453829788000,1776967497814,1776967497814,144156259815,950124275000,109057503000,451421653000,81863713000,104835447000,42691528000,,,109057503000
16_8,Kab. Tanah Laut,Provinsi Kalimantan Selatan,Kalimantan,321859549674,349826,"3631,35","1279,04","4910,39","98,48","68,49","24138546,97",128454917429,45696273093,363706003309,558663764000,500352258000,1761088881265,1761088881265,611098163863,1049359692000,110073741000,494306446000,80071572000,135561498000,19072439000,,,110073741000
16_9,Kab. Tapin,Provinsi Kalimantan Selatan,Kalimantan,251172712608,187510,"2700,82",0,"2700,82","97,9","69,53","28006991,49",89819701538,51312428427,262830476936,474135792000,420126385000,1755183161896,1755183161896,99657565500,828914548000,102973891000,416699835000,82269719000,82246756000,63219134000,,,102973891000
16_10,Kota Banjarbaru,Provinsi Kalimantan Selatan,Kalimantan,244954005894,236222,371,0,371,"102,6","78,83","33060595,84",229786672729,20151911952,126294708315,450327791000,411824765000,1241405722745,1241405722745,95084424000,664174504000,103977386000,411679729000,57468720000,74803141000,16245528000,,,
16_11,Kota Banjarmasin,Provinsi Kalimantan Selatan,Kalimantan,362467855600,668767,72,0,72,"105,91","76,83","37506555,69",277873887440,42418194520,126203073402,714670492000,653566165000,2324211638750,2324211638750,208941049388,999192104000,124763595000,659847387000,44245030000,135750537000,34585555000,,,
16_12,Kab. Balangan,Provinsi Kalimantan Selatan,Kalimantan,194029287788,130829,"1878,3",0,"1878,3","101,01","67,88","30034224,5",68649415233,27858480903,493657955805,391515124000,351313306000,1947568265686,1947568265686,220000000000,740901390000,119613825000,346527140000,59117607000,74434091000,34187576000,,,119613825000
16_13,Kab. Tanah Bumbu,Provinsi Kalimantan Selatan,Kalimantan,256619617510,319734,"5006,96","816,06","5823,02","97,14","70,05","33372318,38",185351937575,73083962669,441004916411,483662405000,433998658000,2298177675120,2298177675120,26420957398,1107443804000,122791351000,428237770000,159994932000,92729271000,41922400000,,,122791351000
17_1,Kab. Berau,Provinsi Kalimantan Timur,Kalimantan,305454085502,231079,21240,"4402,25","25642,25","106,96","74,01","58273982,12",210437540330,86907777801,848392350462,616380045000,553088497000,3639000000000,3639000000000,,1373419253000,122237695000,546329788000,123848514000,79704655000,46650509000,,,122237695000
17_3,Kab. Kutai Kartanegara,Provinsi Kalimantan Timur,Kalimantan,858872914242,692776,"23601,91","1849,01","25450,92","116,23","73,15","73632489,08",303927837102,859880761437,1678266613567,481893615000,432411493000,7285919306259,7285919306259,505874000000,2495182502000,191170927000,443413042000,135708525000,279503493000,40517992000,,,191170927000
17_4,Kab. Kutai Barat,Provinsi Kalimantan Timur,Kalimantan,231317917854,163142,"20381,59",0,"20381,59","116,47","70,69","74520867,3",96510462785,68730739648,720953272569,617042219000,553682677000,3908475632531,3908475632531,74772456100,1231077601000,181542427000,544622975000,51998451000,58882951000,30084502000,,,181542427000
17_5,Kab. Kutai Timur,Provinsi Kalimantan Timur,Kalimantan,356273859526,421616,"35747,5","2301,04","38048,54","119,05","72,56","46900628,91",144594266980,210988623151,1369165385570,634687352000,569515961000,5945388338172,5945388338172,33000000000,1923830640000,194485249000,558995500000,130026991000,105401473000,,,,194485249000
17_8,Kab. Paser,Provinsi Kalimantan Timur,Kalimantan,303366190702,263504,"7730,88","1102,61","8833,49","103,32","71,61",38543292,149405400464,77700447420,761308544258,423988856000,380452549000,2982718761290,2982718761290,426500000000,1162916542000,127719249000,376294804000,156805690000,99048039000,34102035000,,,127719249000
17_9,Kota Balikpapan,Provinsi Kalimantan Timur,Kalimantan,320161657994,667188,527,"310,17","837,17","106,75","79,81","79627443,68",646868407485,123953578235,469470265663,462821061000,423249860000,3430061889170,3430061889170,219808312043,1071035588000,373905837000,428306693000,67709691000,116901551000,84211816000,,,
17_10,Kota Bontang,Provinsi Kalimantan Timur,Kalimantan,175020499096,180432,"406,7","276,68","683,38","104,55","79,86","56194547,77",199483395953,88073151363,476458032797,247848564000,224528988000,1686408247645,1686408247645,60000000000,710113479000,345632634000,225977741000,53309043000,41079627000,44114434000,,,
17_11,Kota Samarinda,Provinsi Kalimantan Timur,Kalimantan,509493638894,789601,783,0,783,"108,32","79,93","64634671,64",498888664160,93507456251,523611508712,709417739000,648762522000,3378553123000,3378553123000,600000000000,1326886747000,386617174000,660405062000,79665822000,172814071000,27384618000,,,
17_13,Kab. Penajam Paser Utara,Provinsi Kalimantan Timur,Kalimantan,214839321610,172867,"3333,06","403,3","3736,36","109,32","71,13","27774929,6",70390460397,72352317085,496807515659,301419869000,267084751000,1946900884057,1946900884057,55130675640,803278723000,38775111000,271407999000,77268475000,63849814000,55643691000,,,38775111000
17_15,Kab. Mahakam Ulu,Provinsi Kalimantan Timur,Kalimantan,61169236402,29901,15315,0,15315,"162,74","66,67","81848787,1",17405627520,28042001829,478569984865,503692110000,451971660000,1498521832669,1498521832669,282378004235,898367836000,83143360000,443010427000,87840730000,15644702000,48175427000,,,83143360000
18_1,Kab. Bolaang Mongondow,Provinsi Sulawesi Utara,Sulawesi,260701222954,250326,"2871,65","563,16","3434,81","102,22","66,91","26048417,31",43651374144,9215546535,7196856899,577441826000,517170327000,1050963319048,1050963319048,35242953078,688784072000,161562494000,511050953000,70396373000,80883601000,,,,161562494000
18_2,Kab. Minahasa,Provinsi Sulawesi Utara,Sulawesi,329279350446,341081,"1114,87","498,07","1612,94","102,01","74,97","40088235,42",94590405094,19216098573,9617113012,672386076000,602204605000,1238476664396,1238476664396,134844850404,878648151000,170710121000,614935145000,88943502000,132992233000,17194722000,,,170710121000
18_3,Kab. Kepulauan Sangihe,Provinsi Sulawesi Utara,Sulawesi,238026684160,142408,"461,11","4266,4","4727,51","124,75","69,67","25308228,91",62574046551,8549383578,6831275613,552557999000,494883793000,863390259775,863390259775,144607923893,707968560000,113931470000,494114276000,79635379000,75994528000,43565933000,,,113931470000
18_4,Kota Bitung,Provinsi Sulawesi Utara,Sulawesi,193201804344,225395,"302,89","520,73","823,62","109,88","73,27","45331861,88",109653370128,31964373954,59656199896,490156746000,448248344000,824368883053,824368883053,72193207058,711593009000,64153488000,464686698000,111120285000,50935295000,20697243000,,,
18_5,Kota Manado,Provinsi Sulawesi Utara,Sulawesi,359609179992,471874,"157,27","374,14","531,41","100,15","78,41","70367748,37",363177940171,40240148585,6588934171,745590462000,681842477000,1672219485970,1672219485970,165703575000,924161496000,42478135000,702057099000,56058522000,114449592000,9118148000,,,
18_6,Kab. Kepulauan Talaud,Provinsi Sulawesi Utara,Sulawesi,213448466588,96616,"1240,4","3051,63","4292,03","136,75","68,32","19401124,17",23866863508,7779479132,6720665755,515316732000,461529648000,853915724674,853915724674,133800000000,765722005000,113984531000,458054356000,198403345000,73709802000,21997588000,,,113984531000
18_7,Kab. Minahasa Selatan,Provinsi Sulawesi Utara,Sulawesi,243788160956,238455,"1409,97","546,03",1956,"107,98","70,86","26805202,22",38521274380,9024979611,6990502220,542944890000,491860291000,944845770854,944845770854,14994954910,697525046000,138512627000,501161793000,84120376000,96680122000,,,,138512627000
18_8,Kota Tomohon,Provinsi Sulawesi Utara,Sulawesi,170860240236,99582,"114,2",0,"114,2","106,25","75,78","34059458,25",35338892274,13415852461,9370138123,421364016000,385337393000,637741572304,637741572304,49763166278,563562092000,20873973000,393387326000,44189966000,44565856000,60544971000,,,
18_9,Kab. Minahasa Utara,Provinsi Sulawesi Utara,Sulawesi,213818449492,221325,"918,49","1352,35","2270,84","105,97","73,05","44096701,82",90943692634,36338294535,13550443091,520356677000,471397358000,1045494432685,1045494432685,2000000000,717050275000,103263075000,468182610000,64889229000,76742922000,75160294000,,,103263075000
18_10,Kab. Kep. Siau Tagulandang Biaro,Provinsi Sulawesi Utara,Sulawesi,123643114700,73675,"275,86","1832,58","2108,44","117,39","66,75","28439334,02",21553994290,7244554111,6552047654,406422878000,364001780000,557002500885,557002500885,72572116858,487598976000,69328272000,361849350000,54734599000,40725251000,17163248000,,,69328272000
18_11,Kota Kotamobagu,Provinsi Sulawesi Utara,Sulawesi,154214777904,123187,"108,89",0,"108,89","106,61","72,55","25178624,12",64268887290,9637785220,6623916390,389532140000,352585161000,586767737016,586767737016,23000000000,460845282000,23316630000,353039596000,42458486000,38954663000,10709918000,,,23316630000
18_12,Kab. Bolaang Mongondow Utara,Provinsi Sulawesi Utara,Sulawesi,140139990550,84572,1680,"604,38","2284,38","99,47","66,32","22967811,77",16425467983,7596955714,6923528830,398047024000,352704985000,607592412148,607592412148,21403851774,554098901000,86362113000,348446042000,116173427000,41931388000,33796934000,,,86362113000
18_13,Kab. Minahasa Tenggara,Provinsi Sulawesi Utara,Sulawesi,151881978572,117213,"710,83","319,63","1030,46","103,19","69,66","35902780,89",18632767389,7875667635,6827343437,425581098000,381160328000,662314319326,662314319326,29100000000,543660135000,106114896000,379906431000,46998637000,54781852000,48252878000,,,106114896000
18_14,Kab. Bolaang Mongondow Timur,Provinsi Sulawesi Utara,Sulawesi,112908040268,88243,"910,18","482,07","1392,25","104,54","65,21","19886421,56",14991126130,7772079294,10663377164,362581229000,328466686000,537357137598,537357137598,10200534483,443087743000,68942358000,324042794000,48062234000,30733813000,25721357000,,,68942358000
18_15,Kab. Bolaang Mongondow Selatan,Provinsi Sulawesi Utara,Sulawesi,108609192580,71166,"1615,86","971,32","2587,18","103,71","64,49","25322772,12",17840935776,8612051575,16806459711,370285649000,332263730000,528170884480,528170884480,12500000000,482491172000,71010443000,328079469000,87514035000,32633659000,10385066000,,,71010443000
19_1,Kab. Banggai,Provinsi Sulawesi Tengah,Sulawesi,474700526218,367241,"9672,7","5014,22","14686,92","96,81","69,85","37990644,92",135426630832,68849491022,217006961648,893363269000,801630344000,2296984273303,2296984273303,81132816636,1315524501000,234192435000,805938719000,106583307000,152091459000,76993734000,,,234192435000
19_2,Kab. Banggai Kepulauan,Provinsi Sulawesi Tengah,Sulawesi,191740523600,122707,"2488,79","3013,46","5502,25","100,42","64,68","29197444,53",23922233076,7222509411,20904492042,500923284000,443862480000,816385341125,816385341125,52315421212,658981509000,114114949000,440660646000,128999380000,64544499000,,,,114114949000
19_3,Kab. Buol,Provinsi Sulawesi Tengah,Sulawesi,233311298716,140515,"4043,57","1244,56","5288,13","91,03","67,3","33868079,02",71743119178,10594395481,22361710956,542974174000,481123300000,837850459591,837850459591,,703931314000,94572829000,477402532000,134735583000,56307948000,7235060000,,,94572829000
19_4,Kab. Toli-Toli,Provinsi Sulawesi Tengah,Sulawesi,304567382756,218385,"4079,77","2188,88","6268,65","94,16","64,6","34825186,42",80312115617,9170365383,22561680055,651109671000,584251992000,1171685330565,1171685330565,,825677002000,91679821000,579034493000,125633091000,76843413000,17620125000,,,91679821000
19_5,Kab. Donggala,Provinsi Sulawesi Tengah,Sulawesi,345215572028,302591,"4275,08","2784,32","7059,4","86,62","65,14","30103637,57",60135251909,10056794863,21157544463,701561699000,621645920000,1209653026616,1209653026616,4000000000,972170889000,142848951000,618899454000,199061513000,120273585000,6728200000,,,142848951000
19_6,Kab. Morowali,Provinsi Sulawesi Tengah,Sulawesi,195552904760,146541,"3037,04","4203,68","7240,72","91,23","71,14","49720327,39",181232941457,14480398836,54251914710,523653350000,464003336000,1685913264918,1685913264918,263177799270,867875109000,104866975000,458650028000,144699240000,59785876000,57280042000,,,104866975000
19_7,Kab. Poso,Provinsi Sulawesi Tengah,Sulawesi,405637990722,246776,"7112,25","486,96","7599,21","88,46","70,68","34389501,03",94146870936,10943702899,22700899727,750672870000,673591776000,1312093644884,1312093644884,138714637716,974963821000,133504556000,671943250000,115827825000,109510266000,48380417000,,,133504556000
19_8,Kota Palu,Provinsi Sulawesi Tengah,Sulawesi,391311577950,370376,"395,06","102,32","497,38","85,26","80,91","53106598,27",267401948491,20980564177,21184866617,690615599000,631567965000,1357818971637,1357818971637,174623252683,885385206000,39039207000,636284819000,76390959000,118184694000,15485527000,,,
19_9,Kab. Parigi Moutong,Provinsi Sulawesi Tengah,Sulawesi,387482684436,448558,"5089,91","3264,14","8354,05","89,47","64,85","35821014,19",163657795143,9627739448,22396264025,795748136000,712690534000,1704063802732,1704063802732,40273611456,1071541338000,237516597000,718721702000,159486803000,155208156000,10946460000,,,237516597000
19_10,Kab. Tojo Una Una,Provinsi Sulawesi Tengah,Sulawesi,252409798274,164174,"5721,15","4319,04","10040,19","90,32","63,38","29391818,67",61148549945,8205067499,23097135947,608855367000,546336473000,1115346936449,1115346936449,29428750000,772355382000,122792601000,543837730000,119095159000,70606877000,10946460000,,,122792601000
19_11,Kab. Sigi,Provinsi Sulawesi Tengah,Sulawesi,325594649518,251922,"5196,02",0,"5196,02","86,09","67,66","31487797,78",50857832638,7677742059,21017336647,654884724000,587639413000,1205458920388,1205458920388,34788623477,913452634000,148457442000,578721561000,157903511000,114132550000,37013835000,,,148457442000
19_12,Kab. Banggai Laut,Provinsi Sulawesi Tengah,Sulawesi,116569211274,67834,"725,67","5916,78","6642,45","102,84","64,8","31922076,26",21776178733,6598532102,20990401093,428459942000,388147003000,644669393259,644669393259,12735965000,499348573000,57128912000,385546396000,41463810000,35765209000,11708206000,,,57128912000
19_13,Kab. Morowali Utara,Provinsi Sulawesi Tengah,Sulawesi,203244412972,121855,"10004,28","1104,27","11108,55","94,93","67,95","54904044,31",56083076337,13194529331,26553155780,599742932000,538159727000,1220901263818,1220901263818,146236521787,776691282000,115919937000,532725535000,109888439000,66403050000,24170410000,,,115919937000
20_1,Kab. Bantaeng,Provinsi Sulawesi Selatan,Sulawesi,255013316054,200886,"395,83","143,81","539,64","90,84","67,76","35532706,42",94630714707,9969283777,4343619422,523995339000,469302410000,1027827988325,1027827988325,24365135000,724217700000,45982324000,468011498000,132280712000,94349407000,16116704000,,,45982324000
20_2,Kab. Barru,Provinsi Sulawesi Selatan,Sulawesi,270010768970,181412,"1174,71","499,26","1673,97","97,36","70,05","34325607,29",104627706925,9907534977,4363363590,536728607000,486228886000,874806270675,874806270675,29759329439,708944694000,53277341000,482644349000,57990403000,102279002000,52320458000,,,53277341000
20_3,Kab. Bone,Provinsi Sulawesi Selatan,Sulawesi,607654325676,806889,4559,"950,61","5509,61","97,6","65,04","34295104,08",214246216580,17583162612,4899170095,1099934949000,985127318000,2325322911962,2325322911962,83496164357,1517241270000,333787856000,995519760000,182410955000,291722140000,25925549000,,,333787856000
20_4,Kab. Bulukumba,Provinsi Sulawesi Selatan,Sulawesi,399901855340,438095,"1284,63","843,1","2127,73","89,03","67,7",27444780,137711717885,13338072172,4077967928,728860249000,660283246000,1530079311810,1530079311810,71896991484,1004629601000,110535651000,659817036000,148254244000,160865493000,18489310000,,,110535651000
20_5,Kab. Enrekang,Provinsi Sulawesi Selatan,Sulawesi,283629314406,226443,"1784,93",0,"1784,93","103,63","72,15","23002205,75",66043333304,10596582860,4428446951,557010839000,498871860000,1131143657280,1131143657280,101662526625,771526687000,115950564000,496423534000,136435943000,116379451000,8367416000,,,115950564000
20_6,Kab. Gowa,Provinsi Sulawesi Selatan,Sulawesi,494669197792,757369,"1883,32",0,"1883,32","88,13","68,87","22471036,31",217112642503,14012264933,4552960383,874052055000,791814245000,1812877649166,1812877649166,98871516068,1270358655000,147332862000,795804286000,219924351000,203016705000,33743810000,,,147332862000
20_7,Kab. Jeneponto,Provinsi Sulawesi Selatan,Sulawesi,341481804112,413405,"706,52","496,4","1202,92","97,38","63,33","21444764,34",91994774095,12050670579,4342990765,665797605000,602646950000,1152110662831,1152110662831,1000000000,898131373000,105932176000,604718144000,152204181000,125907078000,,,,105932176000
20_8,Kab. Luwu,Provinsi Sulawesi Selatan,Sulawesi,363826231410,369542,"3343,97","710,85","4054,82","106,19","69,6","35514972,77",106865737219,10367184717,5364733091,719903882000,644762657000,1472270281395,1472270281395,27727768143,976317634000,193005440000,647227070000,157526405000,138738965000,17862280000,,,193005440000
20_9,Kab. Luwu Utara,Provinsi Sulawesi Selatan,Sulawesi,310735700480,326961,"7502,58","385,62","7888,2","98,73","68,79","30364411,71",113283072478,11397337140,4915566810,688054797000,617403494000,1267817948200,1267817948200,101976481591,922008190000,172962367000,616768825000,135332425000,113377637000,40739533000,,,172962367000
20_10,Kab. Maros,Provinsi Sulawesi Selatan,Sulawesi,412466876390,385500,"1619,12","128,74","1747,86","88,75","68,94","42620613,09",219813979862,20964916412,4435813555,731578037000,662745323000,1437792246614,1437792246614,45896406000,934740667000,88510353000,660026786000,89330701000,130447277000,35840162000,,,88510353000
20_11,Kab. Pangkajene Kepulauan,Provinsi Sulawesi Selatan,Sulawesi,377487768458,348645,"1132,08","7904,9","9036,98","95,65","67,71","27020604,67",174288744560,20095060874,4558641359,771465469000,698879826000,1460382399281,1460382399281,14500000000,945200429000,71661878000,701116154000,62835437000,154285366000,7803305000,,,71661878000
20_12,Kota Palopo,Provinsi Sulawesi Selatan,Sulawesi,279512130674,181438,"252,99","35,47","288,46","100,25","77,3","38011781,93",139282846484,10960605312,4342679247,529681013000,479440966000,994836195311,994836195311,77941375000,720264446000,15582614000,487717402000,115253167000,72724746000,28986517000,,,
20_13,Kab. Luwu Timur,Provinsi Sulawesi Selatan,Sulawesi,244571372570,300078,"6944,88","620,69","7565,57","108,49","72,16","33281980,39",264769982685,36751720853,70108815185,565417213000,507358665000,1714005834919,1714005834919,69739558268,811689834000,117539647000,502393009000,134523634000,79798193000,,,,117539647000
20_14,Kab. Pinrang,Provinsi Sulawesi Selatan,Sulawesi,387290774434,404172,"1961,67","538,4","2500,07","98,31","70,62","41140770,64",130651477245,11112968665,4346022479,735690344000,658901379000,1271882601612,1271882601612,35000000000,944987885000,70223930000,661435610000,98630767000,142151318000,27713245000,,,70223930000
20_15,Kab. Sinjai,Provinsi Sulawesi Selatan,Sulawesi,304631303956,259831,"798,96","458,64","1257,6","94,36","66,24","37857123,92",95221950004,10075095567,4349076173,609933223000,546270378000,1113539695355,1113539695355,75115220045,930853850000,73027701000,541941442000,234169472000,121526538000,19096547000,,,73027701000
20_16,Kab. Kepulauan Selayar,Provinsi Sulawesi Selatan,Sulawesi,229929073054,139044,"1357,03","9970,96","11327,99","112,16","66,04","41112695,06",77300086267,9700430982,5388498847,621000827000,562572101000,1028401417400,1028401417400,95980637446,800430409000,85522515000,560147323000,116760257000,88828330000,21085165000,,,85522515000
20_17,Kab. Sidenreng Rappang,Provinsi Sulawesi Selatan,Sulawesi,334748361162,318294,"1883,23",0,"1883,23","95,11","70,6","33404665,69",115904953769,12214654305,4642152551,639434892000,572692758000,1203437518000,1203437518000,27350000000,899804582000,67713321000,575549310000,163563530000,123896461000,21883939000,,,67713321000
20_19,Kab. Soppeng,Provinsi Sulawesi Selatan,Sulawesi,342930626314,236199,1557,0,1557,"92,25","67,6","36280584,08",131607491254,9953630514,4362980186,641128878000,580806344000,1102923224126,1102923224126,16701173220,931977469000,52792177000,579187870000,173204786000,126658815000,38510481000,,,52792177000
20_20,Kab. Takalar,Provinsi Sulawesi Selatan,Sulawesi,329260093720,292183,"566,61","926,43","1493,04","92,71","66,07","30026898,88",125186750078,12780545377,4342679247,625171504000,565874219000,1171403634318,1171403634318,37700000000,781290018000,84488103000,564934568000,77840925000,123482947000,,,,84488103000
20_21,Kab. Tana Toraja,Provinsi Sulawesi Selatan,Sulawesi,289965857880,286562,"1990,22",0,"1990,22","105,85","67,66","21793041,1",106108442619,9274052897,4407101559,581247731000,526559294000,1147533420000,1147533420000,,790193113000,124774034000,537030126000,126126685000,112910083000,,,,124774034000
20_22,Kab. Wajo,Provinsi Sulawesi Selatan,Sulawesi,402549656816,374375,"2504,06","527,28","3031,34","98,74","68,57","34695037,35",177730310816,29088604838,23349400970,736210424000,659367175000,1468273921764,1468273921764,42861001393,1071439624000,121547835000,668045435000,177837147000,164746373000,11851173000,,,121547835000
20_23,Kota Pare-pare,Provinsi Sulawesi Selatan,Sulawesi,244461628360,148071,"99,33","12,27","111,6","94,44","77,19","44466848,2",134343383710,12767283620,4342679247,474806174000,429770985000,907611555607,907611555607,33016000000,622126829000,16521580000,429881874000,56218259000,64135074000,55370042000,,,
20_24,Kota Makassar,Provinsi Sulawesi Selatan,Sulawesi,729294539244,1475684,"199,26","519,39","718,65","97,15","81,73","78291988,34",1185453010990,102913565625,4366784880,1335864834000,1221648391000,4766438430840,4766438430840,902038716860,1721030332000,100092662000,1257670897000,63569083000,269392923000,30304767000,,,
20_25,Kab. Toraja Utara,Provinsi Sulawesi Selatan,Sulawesi,244189183424,246302,"1215,55",0,"1215,55","97,45","68,49","32709898,5",52714824265,9373697742,4419408345,542277818000,491255983000,999995876134,999995876134,10000000000,723922145000,136239743000,498206117000,105103075000,107019594000,,,,136239743000
21_1,Kab. Buton,Provinsi Sulawesi Tenggara,Sulawesi,181238719920,118262,"1212,99","1076,19","2289,18","104,05","65,08","17349973,7",27641923015,6669604008,10300657042,441766634000,395656470000,719598936646,719598936646,101711659491,663889152000,73888181000,394867827000,152865611000,62892413000,28222780000,,,73888181000
21_2,Kab. Konawe,Provinsi Sulawesi Tenggara,Sulawesi,382094280086,257714,"4435,28","576,25","5011,53","100,1","70,72","24725281,8",76707518287,9256950538,12798172625,701917279000,621960995000,1689749506701,1689749506701,105026958615,953392504000,223449380000,654740187000,108473678000,131103617000,24734585000,,,223449380000
21_3,Kab. Kolaka,Provinsi Sulawesi Tenggara,Sulawesi,288553466086,234006,"3283,59","1478,32","4761,91","93,89","72,07","41768855,46",101143712551,20854226184,85045559859,600116729000,537478497000,1506701238750,1506701238750,173000000000,928199566000,87254773000,542631257000,165179808000,86591083000,34101216000,,,87254773000
21_4,Kab. Muna,Provinsi Sulawesi Tenggara,Sulawesi,365358902714,221871,"1922,16","1081,62","3003,78","103,54","68,47","23740729,95",46813506587,7434870033,9374186501,675388045000,611842135000,1287007856853,1287007856853,35925712574,982166724000,124184357000,611804752000,178346407000,149976994000,17292959000,,,124184357000
21_5,Kota Kendari,Provinsi Sulawesi Tenggara,Sulawesi,391868523032,340796,"300,89","37,24","338,13","91,45","82,22","52486757,56",176116069073,21785883530,9306684313,681431916000,616798352000,1484020985157,1484020985157,137282420616,931987283000,37267537000,629053541000,112227465000,118013150000,35425590000,,,
21_6,Kota Bau-bau,Provinsi Sulawesi Tenggara,Sulawesi,251191036542,157911,221,"70,6","291,6","105,76","74,67","48201949,21",63429815306,9275651305,9280142678,529586867000,479355749000,953530691410,953530691410,160099902810,671587330000,25421107000,486630411000,68674982000,72702292000,18158538000,,,
21_7,Kab. Konawe Selatan,Provinsi Sulawesi Tenggara,Sulawesi,352910514810,311615,"5779,47","1274,45","7053,92","94,97","67,51","27263934,51",61317010309,14007061852,29723216498,701811190000,629747344000,1561614773391,1561614773391,226943317171,1019602535000,251853566000,661510848000,176507087000,131483531000,,,,251853566000
21_8,Kab. Bombana,Provinsi Sulawesi Tenggara,Sulawesi,201297285948,141972,3001,"2385,35","5386,35","96,55","65,04","27757858,89",65544247714,7936349837,23195023877,504519909000,447049409000,1027613473488,1027613473488,42352599900,771903243000,106166652000,449216017000,116171106000,88394325000,51259009000,,,106166652000
21_9,Kab. Wakatobi,Provinsi Sulawesi Tenggara,Sulawesi,188699738006,114600,"559,54","3528,6","4088,14","106,13","68,52","28136248,33",33554440213,6928158661,9279754219,482929881000,437491974000,806241369585,806241369585,141189010635,714683070000,67308221000,439035399000,147344977000,68918738000,35727907000,,,67308221000
21_10,Kab. Kolaka Utara,Provinsi Sulawesi Tenggara,Sulawesi,202261703426,138592,"3391,67","956,08","4347,75","99,33","68,44","47354572,36",46066836975,9218322474,10751388118,517330917000,458401099000,905998306412,905998306412,76804763187,702077755000,127189139000,454486050000,108862734000,63203713000,38264117000,,,127189139000
21_11,Kab. Konawe Utara,Provinsi Sulawesi Tenggara,Sulawesi,149991245890,68858,"5101,76","1035,35","6137,11","100,48","68,5","41458323,5",15614196958,10751026816,37181166995,473532099000,424908559000,1399528110296,1399528110296,473582819027,733586209000,125761543000,421367680000,84201929000,50827730000,24862239000,,,125761543000
21_12,Kab. Buton Utara,Provinsi Sulawesi Tenggara,Sulawesi,130954681294,66291,"1864,91","1298,01","3162,92","110,32","67,13","38743933,99",15266635341,6167712455,9274130258,431626031000,387305518000,667584718000,667584718000,134005541069,544300304000,70028307000,384899292000,93016789000,42997238000,,,,70028307000
